attribute_name,attribute_label,attribute_type,value_type,allowed_values,module,schema_category,parents,required_context,source_of_distribution,constraint_type,is_core,description
schwartz_value_achievement,Schwartz Achievement,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Schwartz basic value construct: personal success through demonstrated competence.
schwartz_value_power,Schwartz Power,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,"Schwartz basic value construct: social status, prestige, and control over resources or people."
schwartz_value_security,Schwartz Security,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,"Schwartz basic value construct: safety, harmony, and stability."
schwartz_value_conformity,Schwartz Conformity,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Schwartz basic value construct: restraint of actions likely to upset others or violate expectations.
schwartz_value_tradition,Schwartz Tradition,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",household_family,Values & Motivation,"[""country"", ""age_bucket"", ""income_bucket""]",macro_profile,census/ACS/survey,local_conditional_macro,false,"Schwartz basic value construct: respect and commitment to cultural, religious, or family customs."
schwartz_value_benevolence,Schwartz Benevolence,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Schwartz basic value construct: preserving and enhancing the welfare of close others.
schwartz_value_universalism,Schwartz Universalism,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,"Schwartz basic value construct: understanding, tolerance, and protection for all people and nature."
sdt_need_autonomy,SDT Autonomy Need,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Self-Determination Theory basic psychological need: autonomy.
sdt_need_competence,SDT Competence Need,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Self-Determination Theory basic psychological need: competence.
sdt_need_relatedness,SDT Relatedness Need,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Self-Determination Theory basic psychological need: relatedness.
mft_care_harm,Moral Foundation Care/Harm,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Worldview: Beliefs,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Moral Foundations Theory construct: sensitivity to care versus harm.
mft_fairness_cheating,Moral Foundation Fairness/Cheating,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Worldview: Beliefs,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Moral Foundations Theory construct: sensitivity to fairness versus cheating.
mft_loyalty_betrayal,Moral Foundation Loyalty/Betrayal,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Worldview: Beliefs,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Moral Foundations Theory construct: sensitivity to loyalty versus betrayal.
mft_authority_subversion,Moral Foundation Authority/Subversion,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Worldview: Beliefs,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Moral Foundations Theory construct: sensitivity to authority versus subversion.
mft_sanctity_degradation,Moral Foundation Sanctity/Degradation,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Worldview: Beliefs,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Moral Foundations Theory construct: sensitivity to sanctity versus degradation.
mft_liberty_oppression,Moral Foundation Liberty/Oppression,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Worldview: Beliefs,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Moral Foundations Theory construct: sensitivity to liberty versus oppression.
need_for_cognition,Need for Cognition,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",values_beliefs,Values & Motivation,"[""country"", ""age_bucket"", ""education_level"", ""religion"", ""urbanicity""]",macro_profile + survey/behavioral evidence,WVS/GSS/Pew/survey,latent_factor_conditional,false,Preference for engaging in and enjoying effortful thinking.
need_for_closure,Need for Closure,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",risk_decision,Risk & Decision,"[""age_bucket"", ""income_bucket"", ""education_level"", ""personality""]",macro_profile + survey/behavioral evidence,survey/psychometric scale/model-derived,latent_factor_conditional,false,"Preference for firm answers, certainty, and closure under ambiguity."
dospert_ethical_risk_tolerance,DOSPERT Ethical Risk Tolerance,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",risk_decision,Risk & Decision,"[""age_bucket"", ""income_bucket"", ""education_level"", ""personality""]",macro_profile + survey/behavioral evidence,survey/psychometric scale/model-derived,latent_factor_conditional,false,Domain-specific risk orientation for ethical risks.
dospert_financial_risk_tolerance,DOSPERT Financial Risk Tolerance,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",risk_decision,Risk & Decision,"[""age_bucket"", ""income_bucket"", ""education_level"", ""personality""]",macro_profile + survey/behavioral evidence,survey/psychometric scale/model-derived,latent_factor_conditional,false,Domain-specific risk orientation for financial risks.
dospert_health_safety_risk_tolerance,DOSPERT Health/Safety Risk Tolerance,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",health,Worldview: Beliefs,"[""age_bucket"", ""gender"", ""income_bucket"", ""country""]",macro_profile + survey/behavioral evidence,CDC/NHIS/BRFSS/survey,module_conditional,false,Domain-specific risk orientation for health and safety risks.
dospert_recreational_risk_tolerance,DOSPERT Recreational Risk Tolerance,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",risk_decision,Risk & Decision,"[""age_bucket"", ""income_bucket"", ""education_level"", ""personality""]",macro_profile + survey/behavioral evidence,survey/psychometric scale/model-derived,latent_factor_conditional,false,Domain-specific risk orientation for recreational risks.
dospert_social_risk_tolerance,DOSPERT Social Risk Tolerance,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",risk_decision,Risk & Decision,"[""age_bucket"", ""income_bucket"", ""education_level"", ""personality""]",macro_profile + survey/behavioral evidence,survey/psychometric scale/model-derived,latent_factor_conditional,false,Domain-specific risk orientation for social risks.
attachment_anxiety,Attachment Anxiety,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Relationships,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,"Adult attachment dimension: fear of rejection, abandonment, or partner unavailability."
attachment_avoidance,Attachment Avoidance,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Relationships,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,"Adult attachment dimension: discomfort with closeness, dependence, or intimacy."
interpersonal_agency_dominance,Interpersonal Agency/Dominance,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Relationships,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,"Interpersonal circumplex axis: agency, dominance, status, control, and assertive interpersonal stance."
interpersonal_communion_warmth,Interpersonal Communion/Warmth,ordinal,ordinal,"[""Very high"", ""High"", ""Average"", ""Low"", ""Very low""]",personality_psychometrics,Personality: Relationships,"[""age_bucket"", ""culture"", ""survey_population""]",macro_profile + survey/behavioral evidence,psychometric survey/model-derived,latent_factor_conditional,false,"Interpersonal circumplex axis: communion, warmth, affiliation, friendliness, and care."
wiki_birth_date,Birth Date,ordinal,ordered_bucket,"[""1800s"", ""1900-1920"", ""1920-1940"", ""1940-1960"", ""1960-1980"", ""1980-2000"", ""2000+""]",demographics,Demographic: Life Events,"[""country"", ""region""]",macro_profile,census/ACS/survey,local_conditional_macro,true,Specific date a person was born; enables age calculation and historical context.
wiki_birth_place,Birth Place,categorical,categorical,"[""North America"", ""Latin America"", ""Western Europe"", ""Eastern Europe"", ""Sub-Saharan Africa"", ""MENA"", ""South Asia"", ""East Asia"", ""Southeast Asia"", ""Oceania""]",geography,Demographic: Geographic,"[""country""]",macro_profile,census/ACS/geocoding,local_conditional_macro,true,Geographic location where the person was born.
wiki_nationality,Nationality,categorical,categorical,"[""American"", ""British"", ""French"", ""German"", ""Japanese"", ""Chinese"", ""Indian"", ""Canadian"", ""Australian"", ""Other""]",demographics,Demographic: Core,"[""country"", ""region""]",macro_profile,census/ACS/survey,local_conditional_macro,true,Primary country or countries of citizenship.
wiki_occupation,Occupation,categorical,categorical,"[""Scientist"", ""Politician"", ""Artist"", ""Athlete"", ""Entrepreneur"", ""Entertainer"", ""Academic"", ""Military"", ""Religious"", ""Other""]",work_career,Professional: Industry,"[""country"", ""age_bucket"", ""education_level"", ""employment_status""]",macro_profile,census/ACS/BLS/CPS/OES,local_conditional_macro,false,Primary profession or occupational field from real biographical data.
wiki_field_of_work,Field of Work,categorical,categorical,"[""Physics"", ""Medicine"", ""Literature"", ""Politics"", ""Law"", ""Engineering"", ""Business"", ""Arts"", ""Sports"", ""Religion""]",education,Learning: Academic,"[""country"", ""age_bucket"", ""gender""]",macro_profile,census/ACS/NCES/survey,local_conditional_macro,false,Academic or professional discipline.
